osmid,y,x,street_count,highway,geometry
2278089688,45.6761144,25.5788947,1,,POINT (25.5788947 45.6761144)
2278089690,45.6753879,25.5801471,3,,POINT (25.5801471 45.6753879)
2278097004,45.6770871,25.5805174,3,,POINT (25.5805174 45.6770871)
2278118027,45.6372617,25.5797623,3,,POINT (25.5797623 45.6372617)
2278170199,45.6705457,25.5676218,3,,POINT (25.5676218 45.6705457)
2278170203,45.6708959,25.568012,3,,POINT (25.568012 45.6708959)
2278170204,45.6696367,25.5688725,1,,POINT (25.5688725 45.6696367)
2278324705,45.6474281,25.6529375,1,,POINT (25.6529375 45.6474281)
2278337886,45.6529714,25.5688532,3,,POINT (25.5688532 45.6529714)
2278337891,45.6537538,25.5673975,3,,POINT (25.5673975 45.6537538)
2278337896,45.6519042,25.5690373,3,,POINT (25.5690373 45.6519042)
2278337900,45.6529961,25.5694874,1,,POINT (25.5694874 45.6529961)
2278337903,45.6527414,25.5682926,3,,POINT (25.5682926 45.6527414)
2278337905,45.6526337,25.5690828,1,,POINT (25.5690828 45.6526337)
2278363579,45.6682919,25.5722947,3,,POINT (25.5722947 45.6682919)
2278363581,45.6678628,25.5739142,3,,POINT (25.5739142 45.6678628)
2279255014,45.6875955,25.5862646,3,,POINT (25.5862646 45.6875955)
2279255027,45.6919157,25.5931473,1,,POINT (25.5931473 45.6919157)
2279271959,45.697889,25.5786359,1,,POINT (25.5786359 45.697889)
2279271961,45.6939687,25.5717407,3,,POINT (25.5717407 45.6939687)
2279271965,45.7054707,25.5723296,3,,POINT (25.5723296 45.7054707)
2279271976,45.7142348,25.574649,3,,POINT (25.574649 45.7142348)
2279271978,45.6857529,25.5697976,3,,POINT (25.5697976 45.6857529)
2279271990,45.6926876,25.5727195,1,,POINT (25.5727195 45.6926876)
2279271994,45.7081791,25.5653415,3,,POINT (25.5653415 45.7081791)
2279271998,45.7028413,25.5692434,1,,POINT (25.5692434 45.7028413)
2279272000,45.6926018,25.568234,3,,POINT (25.568234 45.6926018)
2279272005,45.6935804,25.5576439,3,,POINT (25.5576439 45.6935804)
2279272015,45.7117819,25.5738342,1,,POINT (25.5738342 45.7117819)
2279272017,45.6951871,25.570993,3,,POINT (25.570993 45.6951871)
2279272021,45.706279,25.5768062,1,,POINT (25.5768062 45.706279)
2279272027,45.6989235,25.5753667,3,,POINT (25.5753667 45.6989235)
2279272036,45.6825477,25.553608,3,,POINT (25.553608 45.6825477)
2279272038,45.7044145,25.5706777,3,,POINT (25.5706777 45.7044145)
2279272040,45.6941743,25.5723373,1,,POINT (25.5723373 45.6941743)
2279272042,45.6996664,25.5689051,1,,POINT (25.5689051 45.6996664)
2279272056,45.6986503,25.5790308,3,,POINT (25.5790308 45.6986503)
2279272058,45.6917018,25.5666792,3,,POINT (25.5666792 45.6917018)
2279272060,45.7070298,25.5640557,3,,POINT (25.5640557 45.7070298)
2279272061,45.6950698,25.5709347,3,,POINT (25.5709347 45.6950698)
2279272063,45.6874682,25.5593104,3,,POINT (25.5593104 45.6874682)
2279272064,45.6869542,25.5586157,3,,POINT (25.5586157 45.6869542)
2279272065,45.708397,25.5639305,1,,POINT (25.5639305 45.708397)
2279272066,45.6981019,25.5771171,1,,POINT (25.5771171 45.6981019)
2279272068,45.6916065,25.5616835,3,,POINT (25.5616835 45.6916065)
2279272069,45.7092635,25.5699909,3,,POINT (25.5699909 45.7092635)
2279272070,45.7100078,25.5727389,1,,POINT (25.5727389 45.7100078)
2279272071,45.6955084,25.5711518,3,,POINT (25.5711518 45.6955084)
2279272072,45.6859419,25.5572675,3,,POINT (25.5572675 45.6859419)
2279272073,45.706183,25.568707,1,,POINT (25.568707 45.706183)
2279272077,45.7207594,25.5677193,3,,POINT (25.5677193 45.7207594)
2279272081,45.6924703,25.5662071,1,,POINT (25.5662071 45.6924703)
2279272083,45.7019074,25.5558545,3,,POINT (25.5558545 45.7019074)
2279272088,45.6934675,25.5712017,3,,POINT (25.5712017 45.6934675)
2279272089,45.693601,25.5697896,3,,POINT (25.5697896 45.693601)
2279272090,45.7017734,25.5654149,3,,POINT (25.5654149 45.7017734)
2279272091,45.7146263,25.5762219,3,,POINT (25.5762219 45.7146263)
2279272092,45.6984747,25.5748066,3,,POINT (25.5748066 45.6984747)
2279272096,45.6939514,25.5702201,3,,POINT (25.5702201 45.6939514)
2279272097,45.6934619,25.5561686,3,,POINT (25.5561686 45.6934619)
2279272098,45.686856,25.5584645,3,,POINT (25.5584645 45.686856)
2279272100,45.7097039,25.5638981,1,,POINT (25.5638981 45.7097039)
2279272105,45.7032845,25.5684293,3,,POINT (25.5684293 45.7032845)
2279272106,45.684205,25.5603899,1,,POINT (25.5603899 45.684205)
2279272107,45.7005024,25.5862859,3,,POINT (25.5862859 45.7005024)
2279272113,45.6843201,25.5555082,3,,POINT (25.5555082 45.6843201)
2279272115,45.6823763,25.557271,1,,POINT (25.557271 45.6823763)
2279272118,45.6830439,25.5560498,1,,POINT (25.5560498 45.6830439)
2279272120,45.6988626,25.5595609,3,,POINT (25.5595609 45.6988626)
2279272121,45.6966741,25.5684929,1,,POINT (25.5684929 45.6966741)
2279272123,45.7050334,25.5777427,3,,POINT (25.5777427 45.7050334)
2279272124,45.7017015,25.5699987,1,,POINT (25.5699987 45.7017015)
2279272126,45.6971983,25.5683337,1,,POINT (25.5683337 45.6971983)
2279272130,45.6948721,25.5565241,1,,POINT (25.5565241 45.6948721)
2279272131,45.6846009,25.5540514,1,,POINT (25.5540514 45.6846009)
2279272134,45.6926176,25.5635194,3,,POINT (25.5635194 45.6926176)
2279272138,45.7049863,25.5792107,3,,POINT (25.5792107 45.7049863)
2279272139,45.684808,25.5560717,4,,POINT (25.5560717 45.684808)
2279272140,45.7049557,25.5770141,3,,POINT (25.5770141 45.7049557)
2279272142,45.6853169,25.5537214,1,,POINT (25.5537214 45.6853169)
2279272143,45.6910599,25.5655942,3,,POINT (25.5655942 45.6910599)
2279272146,45.6841265,25.557306,3,,POINT (25.557306 45.6841265)
2279272150,45.7022071,25.5662715,3,,POINT (25.5662715 45.7022071)
2279272151,45.6846874,25.5608122,1,,POINT (25.5608122 45.6846874)
2279272155,45.7012847,25.5625875,1,,POINT (25.5625875 45.7012847)
2279272157,45.7100179,25.5802429,3,,POINT (25.5802429 45.7100179)
2279272158,45.681846,25.554466,5,,POINT (25.554466 45.681846)
2279272160,45.685376,25.5681917,1,,POINT (25.5681917 45.685376)
2279272161,45.7156676,25.5737164,3,,POINT (25.5737164 45.7156676)
2279272162,45.6863464,25.5577747,3,,POINT (25.5577747 45.6863464)
2279272165,45.6989103,25.5756207,3,,POINT (25.5756207 45.6989103)
2279272166,45.7205684,25.5669024,3,,POINT (25.5669024 45.7205684)
2279272168,45.7006893,25.5632285,3,,POINT (25.5632285 45.7006893)
2279272170,45.705814,25.5653924,1,,POINT (25.5653924 45.705814)
2279272177,45.7135233,25.572638,3,,POINT (25.572638 45.7135233)
2279272179,45.6988765,25.5756946,3,,POINT (25.5756946 45.6988765)
2279272182,45.7004641,25.5868543,3,,POINT (25.5868543 45.7004641)
2279272183,45.7127009,25.5796783,3,,POINT (25.5796783 45.7127009)
2279272187,45.7076682,25.5647518,3,,POINT (25.5647518 45.7076682)
2279272190,45.698664,25.5787045,3,,POINT (25.5787045 45.698664)
2279272192,45.6937368,25.572226,1,,POINT (25.572226 45.6937368)
2279272194,45.6922005,25.5599093,1,,POINT (25.5599093 45.6922005)
2279272197,45.7013277,25.5658316,1,,POINT (25.5658316 45.7013277)
2279272198,45.6951344,25.5674174,1,,POINT (25.5674174 45.6951344)
2279272202,45.6914211,25.5573988,1,,POINT (25.5573988 45.6914211)
2279272204,45.7194342,25.5693936,3,,POINT (25.5693936 45.7194342)
2279272205,45.6939392,25.5670151,1,,POINT (25.5670151 45.6939392)
2279272207,45.7032854,25.5774987,1,,POINT (25.5774987 45.7032854)
2279272208,45.6903119,25.5595231,3,,POINT (25.5595231 45.6903119)
2279272217,45.700158,25.5789276,1,,POINT (25.5789276 45.700158)
2279272219,45.7034032,25.5686563,3,,POINT (25.5686563 45.7034032)
2279272222,45.6981872,25.5757709,3,,POINT (25.5757709 45.6981872)
2279272224,45.6958951,25.5745719,1,,POINT (25.5745719 45.6958951)
2279277683,45.6183722,25.6492218,4,,POINT (25.6492218 45.6183722)
2279277685,45.6173294,25.6502989,3,,POINT (25.6502989 45.6173294)
2279398662,45.6356647,25.6378505,3,,POINT (25.6378505 45.6356647)
2279404604,45.6757252,25.5847168,1,,POINT (25.5847168 45.6757252)
2279404606,45.6767597,25.5849528,1,,POINT (25.5849528 45.6767597)
2279446273,45.6966941,25.5657465,1,,POINT (25.5657465 45.6966941)
2279446276,45.7001845,25.5622262,3,,POINT (25.5622262 45.7001845)
2279643210,45.6689893,25.6327539,3,traffic_signals,POINT (25.6327539 45.6689893)
2279643222,45.6669549,25.6334144,3,,POINT (25.6334144 45.6669549)
2279643289,45.6665238,25.6337514,3,,POINT (25.6337514 45.6665238)
2279649928,45.7153158,25.5828775,1,,POINT (25.5828775 45.7153158)
2279649931,45.7197537,25.5958262,1,,POINT (25.5958262 45.7197537)
2279649933,45.7183174,25.595435,3,,POINT (25.595435 45.7183174)
2279649936,45.7129051,25.5841007,3,,POINT (25.5841007 45.7129051)
2279649938,45.7138518,25.5834213,3,,POINT (25.5834213 45.7138518)
2279649940,45.713747,25.5831295,3,,POINT (25.5831295 45.713747)
2279649942,45.715811,25.5858733,1,,POINT (25.5858733 45.715811)
2279649944,45.7191907,25.5948224,1,,POINT (25.5948224 45.7191907)
2279649946,45.7128393,25.5859796,1,,POINT (25.5859796 45.7128393)
2279649948,45.7179657,25.5947218,3,,POINT (25.5947218 45.7179657)
2279649950,45.7141352,25.5842228,3,,POINT (25.5842228 45.7141352)
2279649952,45.7188071,25.5964467,3,,POINT (25.5964467 45.7188071)
2279649953,45.7155941,25.5824043,1,,POINT (25.5824043 45.7155941)
2279649955,45.7148664,25.5863114,3,,POINT (25.5863114 45.7148664)
2279659762,45.6797053,25.581071,3,,POINT (25.581071 45.6797053)
2279659766,45.6778905,25.5735469,3,,POINT (25.5735469 45.6778905)
2279659773,45.6742626,25.5799085,3,,POINT (25.5799085 45.6742626)
2279659777,45.6736372,25.5749968,3,,POINT (25.5749968 45.6736372)
2279659782,45.6773792,25.5737466,3,,POINT (25.5737466 45.6773792)
2279687724,45.6543226,25.5519508,1,,POINT (25.5519508 45.6543226)
2279687727,45.6568786,25.5635828,3,,POINT (25.5635828 45.6568786)
2279723647,45.6591077,25.5751737,1,,POINT (25.5751737 45.6591077)
2279723662,45.6562746,25.574001,3,,POINT (25.574001 45.6562746)
2279723672,45.6574469,25.5772178,3,,POINT (25.5772178 45.6574469)
2279723674,45.6547572,25.5737159,3,,POINT (25.5737159 45.6547572)
2279723676,45.6591424,25.5760132,3,,POINT (25.5760132 45.6591424)
2279723685,45.6600337,25.5787518,1,,POINT (25.5787518 45.6600337)
2279723690,45.6564119,25.5736925,3,,POINT (25.5736925 45.6564119)
2279723691,45.6572391,25.5690799,3,,POINT (25.5690799 45.6572391)
2279723702,45.6569424,25.569702,3,,POINT (25.569702 45.6569424)
2279723709,45.660015,25.5777594,1,,POINT (25.5777594 45.660015)
2279723717,45.6580626,25.5763888,3,,POINT (25.5763888 45.6580626)
2279723730,45.6586753,25.5780694,3,,POINT (25.5780694 45.6586753)
2280563979,45.6394879,25.6269764,3,,POINT (25.6269764 45.6394879)
2280563986,45.6410533,25.6154946,3,,POINT (25.6154946 45.6410533)
2280563987,45.6393734,25.6267535,3,,POINT (25.6267535 45.6393734)
2280564001,45.6443325,25.6212756,3,,POINT (25.6212756 45.6443325)
2280564044,45.6403852,25.6236402,3,,POINT (25.6236402 45.6403852)
2280564068,45.6437613,25.619334,1,,POINT (25.619334 45.6437613)
2280564072,45.6407565,25.6237325,3,,POINT (25.6237325 45.6407565)
2280564132,45.6405119,25.6239002,3,,POINT (25.6239002 45.6405119)
2280577126,45.6396294,25.6128721,3,,POINT (25.6128721 45.6396294)
2280577145,45.6395332,25.6164394,3,,POINT (25.6164394 45.6395332)
2280577153,45.6388514,25.6221385,1,,POINT (25.6221385 45.6388514)
2280577157,45.6411953,25.6155233,3,,POINT (25.6155233 45.6411953)
2280577171,45.6386844,25.6223043,3,,POINT (25.6223043 45.6386844)
2281021594,45.6351613,25.5807785,4,,POINT (25.5807785 45.6351613)
2281021596,45.6341912,25.5801702,1,,POINT (25.5801702 45.6341912)
2281021598,45.6345703,25.5797999,3,,POINT (25.5797999 45.6345703)
2281076001,45.6713695,25.5688661,1,,POINT (25.5688661 45.6713695)
2281076006,45.6736402,25.5681903,3,,POINT (25.5681903 45.6736402)
2281076007,45.6730561,25.5672416,1,,POINT (25.5672416 45.6730561)
2281076010,45.67202,25.5679634,3,,POINT (25.5679634 45.67202)
2281076013,45.6741647,25.568048,3,,POINT (25.568048 45.6741647)
2281083368,45.703454,25.5544232,3,,POINT (25.5544232 45.703454)
2281083372,45.7072945,25.5526884,3,,POINT (25.5526884 45.7072945)
2281083375,45.7032807,25.5539627,3,,POINT (25.5539627 45.7032807)
2281083381,45.7046584,25.5529519,1,,POINT (25.5529519 45.7046584)
2281083382,45.7048907,25.5535125,1,,POINT (25.5535125 45.7048907)
2281083384,45.7061032,25.5515296,4,,POINT (25.5515296 45.7061032)
2281113678,45.713543,25.554718,1,,POINT (25.554718 45.713543)
2281113681,45.7064941,25.5505726,1,,POINT (25.5505726 45.7064941)
2281113685,45.7154269,25.5511439,3,,POINT (25.5511439 45.7154269)
2281113689,45.7088369,25.5504469,4,,POINT (25.5504469 45.7088369)
2281113691,45.712543,25.5491027,3,,POINT (25.5491027 45.712543)
2281113695,45.7126166,25.5512086,3,,POINT (25.5512086 45.7126166)
2281113697,45.7163569,25.5546603,1,,POINT (25.5546603 45.7163569)
2281118355,45.7097412,25.5555299,1,,POINT (25.5555299 45.7097412)
2281118369,45.7028689,25.5443322,1,,POINT (25.5443322 45.7028689)
2281118371,45.7089348,25.5520953,3,,POINT (25.5520953 45.7089348)
2281192696,45.6869539,25.558571,3,,POINT (25.558571 45.6869539)
2281192698,45.6880441,25.5575106,1,,POINT (25.5575106 45.6880441)
2282043955,45.6375474,25.5770865,1,,POINT (25.5770865 45.6375474)
2282043963,45.6363867,25.5723819,1,,POINT (25.5723819 45.6363867)
2282043975,45.6365594,25.5772889,3,,POINT (25.5772889 45.6365594)
2282043977,45.6384286,25.5783343,3,,POINT (25.5783343 45.6384286)
2282043989,45.6360645,25.5732893,3,,POINT (25.5732893 45.6360645)
2282043995,45.6375054,25.5782228,3,,POINT (25.5782228 45.6375054)
2282052818,45.6766407,25.6132952,3,,POINT (25.6132952 45.6766407)
2282052819,45.6770265,25.6093934,3,,POINT (25.6093934 45.6770265)
2282188413,45.678162,25.5708785,3,,POINT (25.5708785 45.678162)
2282188414,45.6786339,25.5732698,3,,POINT (25.5732698 45.6786339)
2282188425,45.681123,25.5692009,3,,POINT (25.5692009 45.681123)
2282188433,45.6817824,25.5720071,3,,POINT (25.5720071 45.6817824)
2282188438,45.6808011,25.5679796,3,,POINT (25.5679796 45.6808011)
2282188442,45.6779448,25.5704713,3,,POINT (25.5704713 45.6779448)
2282229106,45.6967664,25.5864684,3,,POINT (25.5864684 45.6967664)
2282229111,45.698207,25.5893464,1,,POINT (25.5893464 45.698207)
2282229114,45.6984283,25.5866048,3,,POINT (25.5866048 45.6984283)
2282249307,45.6334885,25.5772969,3,,POINT (25.5772969 45.6334885)
2282249314,45.634456,25.5790822,3,,POINT (25.5790822 45.634456)
2282249319,45.6333947,25.577254,3,,POINT (25.577254 45.6333947)
2282249322,45.6327143,25.5809588,3,,POINT (25.5809588 45.6327143)
2282249326,45.6328751,25.5801913,3,,POINT (25.5801913 45.6328751)
2282249330,45.6330097,25.5799085,3,,POINT (25.5799085 45.6330097)
2282249331,45.6333848,25.5774918,3,,POINT (25.5774918 45.6333848)
2282249334,45.6323697,25.5797323,1,,POINT (25.5797323 45.6323697)
2282249340,45.6285799,25.5787535,4,,POINT (25.5787535 45.6285799)
2282249342,45.6334771,25.5798067,3,,POINT (25.5798067 45.6334771)
2282249343,45.6339251,25.5781435,3,,POINT (25.5781435 45.6339251)
2282249351,45.6328848,25.5804838,3,,POINT (25.5804838 45.6328848)
2282249355,45.6340542,25.5777066,5,,POINT (25.5777066 45.6340542)
2282249356,45.6327057,25.5810931,3,,POINT (25.5810931 45.6327057)
2284383534,45.6960901,25.5625353,1,,POINT (25.5625353 45.6960901)
2284481672,45.6758568,25.6447647,3,,POINT (25.6447647 45.6758568)
2284481674,45.6752218,25.6455372,3,,POINT (25.6455372 45.6752218)
2284481677,45.6758482,25.6463238,3,,POINT (25.6463238 45.6758482)
2284481680,45.6764233,25.6456399,3,,POINT (25.6456399 45.6764233)
2284481684,45.6770514,25.6448645,4,,POINT (25.6448645 45.6770514)
2284481686,45.6778553,25.6461771,3,,POINT (25.6461771 45.6778553)
2284481687,45.6776631,25.6435785,3,,POINT (25.6435785 45.6776631)
2284481691,45.6786384,25.6448899,1,,POINT (25.6448899 45.6786384)
2284481693,45.676527,25.6439449,3,,POINT (25.6439449 45.676527)
2284481695,45.6802608,25.6394664,1,,POINT (25.6394664 45.6802608)
2284481697,45.67758,25.6442225,3,,POINT (25.6442225 45.67758)
2284481699,45.6773829,25.6438903,3,,POINT (25.6438903 45.6773829)
2284481701,45.6766195,25.6476429,3,,POINT (25.6476429 45.6766195)
2284481702,45.674433,25.646558,3,,POINT (25.646558 45.674433)
2284481704,45.6782437,25.6453443,3,,POINT (25.6453443 45.6782437)
2284481713,45.6749565,25.6458735,3,,POINT (25.6458735 45.6749565)
2284481715,45.675013,25.6458089,3,,POINT (25.6458089 45.675013)
2284481719,45.6749324,25.6431764,3,,POINT (25.6431764 45.6749324)
2284481723,45.675493,25.6467518,3,,POINT (25.6467518 45.675493)
2287013167,45.6258045,25.5663405,3,,POINT (25.5663405 45.6258045)
2287013215,45.6390191,25.5860427,3,,POINT (25.5860427 45.6390191)
2287013222,45.630732,25.5733786,3,,POINT (25.5733786 45.630732)
2287013226,45.6380743,25.5844232,3,,POINT (25.5844232 45.6380743)
2287013238,45.6295007,25.5704731,3,,POINT (25.5704731 45.6295007)
2287013242,45.6278054,25.5679495,3,,POINT (25.5679495 45.6278054)
2287013259,45.6407307,25.5843273,3,,POINT (25.5843273 45.6407307)
2287013291,45.6365184,25.5879219,3,,POINT (25.5879219 45.6365184)
2287013301,45.6364178,25.5861686,3,,POINT (25.5861686 45.6364178)
2287013323,45.6275081,25.567883,3,,POINT (25.567883 45.6275081)
2287013334,45.6306889,25.5731173,3,,POINT (25.5731173 45.6306889)
2287013356,45.6399236,25.5797489,1,,POINT (25.5797489 45.6399236)
2287013394,45.6412698,25.5830748,3,,POINT (25.5830748 45.6412698)
2287013452,45.6389399,25.585852,3,,POINT (25.585852 45.6389399)
2287013479,45.6305482,25.5734805,4,,POINT (25.5734805 45.6305482)
2287013486,45.6386723,25.5855812,3,,POINT (25.5855812 45.6386723)
2287013522,45.6259465,25.566408,3,,POINT (25.566408 45.6259465)
2287020068,45.6415912,25.5771739,1,,POINT (25.5771739 45.6415912)
2287020111,45.6404261,25.5771219,3,,POINT (25.5771219 45.6404261)
2287020125,45.638753,25.5805753,3,,POINT (25.5805753 45.638753)
2287020160,45.6388858,25.5806856,3,,POINT (25.5806856 45.6388858)
2287020200,45.6402999,25.5771063,3,,POINT (25.5771063 45.6402999)
2287020227,45.6403502,25.5764816,3,,POINT (25.5764816 45.6403502)
2288843849,45.6686684,25.6306128,3,,POINT (25.6306128 45.6686684)
2288843852,45.6701933,25.620723,3,,POINT (25.620723 45.6701933)
2288848519,45.671076,25.5986861,3,,POINT (25.5986861 45.671076)
2288848523,45.6716879,25.6012417,3,,POINT (25.6012417 45.6716879)
2288848524,45.6689329,25.6201392,4,,POINT (25.6201392 45.6689329)
2288848525,45.6709049,25.601113,3,,POINT (25.601113 45.6709049)
2288848530,45.6677393,25.6285992,3,,POINT (25.6285992 45.6677393)
2288848534,45.6663696,25.6193378,3,,POINT (25.6193378 45.6663696)
2288848538,45.6748108,25.6086041,3,,POINT (25.6086041 45.6748108)
2291056654,45.6083456,25.5539365,3,,POINT (25.5539365 45.6083456)
2291056663,45.6085971,25.5319074,1,,POINT (25.5319074 45.6085971)
2291099975,45.7058329,25.5536685,3,,POINT (25.5536685 45.7058329)
2291099976,45.7049975,25.5515843,1,,POINT (25.5515843 45.7049975)
2291099977,45.7005369,25.5528255,1,,POINT (25.5528255 45.7005369)
2291099979,45.7024712,25.5516463,3,,POINT (25.5516463 45.7024712)
2291155426,45.6297552,25.5691312,3,,POINT (25.5691312 45.6297552)
2291155434,45.6291778,25.5686206,3,,POINT (25.5686206 45.6291778)
2291155436,45.6195567,25.5575726,1,,POINT (25.5575726 45.6195567)
2291155454,45.6300396,25.5693715,3,,POINT (25.5693715 45.6300396)
2291215744,45.6658251,25.5657361,3,,POINT (25.5657361 45.6658251)
2291215771,45.6631839,25.573996,1,,POINT (25.573996 45.6631839)
2291215773,45.6663326,25.5706017,3,,POINT (25.5706017 45.6663326)
2291215781,45.6663976,25.5650064,3,,POINT (25.5650064 45.6663976)
2291215792,45.6677582,25.5629685,3,,POINT (25.5629685 45.6677582)
2291215798,45.6656092,25.5634144,4,,POINT (25.5634144 45.6656092)
2291215811,45.6648709,25.5719191,3,,POINT (25.5719191 45.6648709)
2291215822,45.6633268,25.5560721,3,,POINT (25.5560721 45.6633268)
2291215835,45.6640308,25.5630881,3,,POINT (25.5630881 45.6640308)
2291215839,45.664453,25.5563496,4,,POINT (25.5563496 45.664453)
2291215846,45.6668146,25.5691606,1,,POINT (25.5691606 45.6668146)
2291215848,45.6653789,25.5660224,3,,POINT (25.5660224 45.6653789)
2291215855,45.6664775,25.5657381,3,,POINT (25.5657381 45.6664775)
2293684021,45.6807036,25.559155,1,,POINT (25.559155 45.6807036)
2293684029,45.6761234,25.5608796,3,,POINT (25.5608796 45.6761234)
2293684039,45.681653,25.5663459,1,,POINT (25.5663459 45.681653)
2293684040,45.6810172,25.5659752,3,,POINT (25.5659752 45.6810172)
2293692780,45.6369011,25.5803185,3,,POINT (25.5803185 45.6369011)
2293711150,45.596715,25.5566907,1,,POINT (25.5566907 45.596715)
2293717982,45.6360371,25.572773,1,,POINT (25.572773 45.6360371)
2293753476,45.6331024,25.5794436,3,,POINT (25.5794436 45.6331024)
2293782259,45.6330894,25.5808158,3,,POINT (25.5808158 45.6330894)
2293820899,45.6160526,25.6505077,3,,POINT (25.6505077 45.6160526)
2293821315,45.6769237,25.610433,3,,POINT (25.610433 45.6769237)
2293856713,45.6812208,25.5696242,3,,POINT (25.5696242 45.6812208)
2293856715,45.6779759,25.5705446,3,,POINT (25.5705446 45.6779759)
2293856717,45.680654,25.5674056,1,,POINT (25.5674056 45.680654)
2293986939,45.6679589,25.5602124,3,,POINT (25.5602124 45.6679589)
2293986940,45.6672941,25.5601131,3,,POINT (25.5601131 45.6672941)
2294460109,45.6660483,25.5675393,3,,POINT (25.5675393 45.6660483)
2294460111,45.6644655,25.5688517,3,,POINT (25.5688517 45.6644655)
2294466148,45.6339006,25.639679,1,,POINT (25.639679 45.6339006)
2294472712,45.6703178,25.5969181,1,,POINT (25.5969181 45.6703178)
2294472714,45.6683477,25.5966594,3,,POINT (25.5966594 45.6683477)
2294472716,45.6707231,25.5938257,1,,POINT (25.5938257 45.6707231)
2294472717,45.669703,25.5938496,1,,POINT (25.5938496 45.669703)
2294472718,45.6713964,25.5939169,3,,POINT (25.5939169 45.6713964)
2294478785,45.6042585,25.5514842,1,,POINT (25.5514842 45.6042585)
2294499076,45.631113,25.5804395,3,,POINT (25.5804395 45.631113)
2294499086,45.6276981,25.5788542,1,,POINT (25.5788542 45.6276981)
2294499119,45.6278533,25.5790714,3,,POINT (25.5790714 45.6278533)
2294499129,45.6309919,25.5802416,3,,POINT (25.5802416 45.6309919)
2294506560,45.6130413,25.6475642,1,,POINT (25.6475642 45.6130413)
2294526204,45.6708087,25.5869758,1,,POINT (25.5869758 45.6708087)
2294526207,45.6682913,25.5868273,3,,POINT (25.5868273 45.6682913)
2294531466,45.6927062,25.5633998,3,,POINT (25.5633998 45.6927062)
2294531473,45.6913724,25.5594111,1,,POINT (25.5594111 45.6913724)
2294531475,45.6908849,25.562042,1,,POINT (25.562042 45.6908849)
2294531479,45.6913645,25.558405,1,,POINT (25.558405 45.6913645)
2294531482,45.6897382,25.5565489,1,,POINT (25.5565489 45.6897382)
2294531489,45.6923631,25.5617979,1,,POINT (25.5617979 45.6923631)
2294531493,45.6896558,25.5598319,1,,POINT (25.5598319 45.6896558)
2294531497,45.6911613,25.5581536,3,,POINT (25.5581536 45.6911613)
2294531501,45.6941907,25.5656552,1,,POINT (25.5656552 45.6941907)
2294531503,45.6901891,25.5593473,3,,POINT (25.5593473 45.6901891)
2294531505,45.6918968,25.5622845,3,,POINT (25.5622845 45.6918968)
2294539197,45.6999068,25.5943546,1,,POINT (25.5943546 45.6999068)
2294539198,45.6961471,25.5948196,1,,POINT (25.5948196 45.6961471)
2294540050,45.6276324,25.6224816,3,,POINT (25.6224816 45.6276324)
2294540058,45.6275067,25.6223582,3,,POINT (25.6223582 45.6275067)
2294557494,45.6296313,25.5686964,1,,POINT (25.5686964 45.6296313)
2294557500,45.6307292,25.5677498,1,,POINT (25.5677498 45.6307292)
2294557506,45.630271,25.5686742,3,,POINT (25.5686742 45.630271)
2294577217,45.6431292,25.5689898,3,,POINT (25.5689898 45.6431292)
2294577242,45.6441923,25.5706646,4,,POINT (25.5706646 45.6441923)
2294587490,45.6420623,25.5841236,3,,POINT (25.5841236 45.6420623)
2294587492,45.6472022,25.5829315,3,,POINT (25.5829315 45.6472022)
2294587497,45.6446851,25.5804156,3,,POINT (25.5804156 45.6446851)
2294587503,45.6469507,25.5801954,1,,POINT (25.5801954 45.6469507)
2294587507,45.6465023,25.5821037,3,,POINT (25.5821037 45.6465023)
2294587508,45.6464745,25.5839234,1,,POINT (25.5839234 45.6464745)
2294587510,45.647147,25.5818115,3,,POINT (25.5818115 45.647147)
2294587523,45.6437113,25.5812326,3,,POINT (25.5812326 45.6437113)
2294589141,45.6008961,25.5555658,1,,POINT (25.5555658 45.6008961)
2294646077,45.7051244,25.5590018,3,,POINT (25.5590018 45.7051244)
2294994361,45.7048372,25.5715417,3,,POINT (25.5715417 45.7048372)
2294994362,45.7028573,25.577222,3,,POINT (25.577222 45.7028573)
2294994363,45.7045843,25.5718124,1,,POINT (25.5718124 45.7045843)
2295011522,45.6747994,25.5676972,3,,POINT (25.5676972 45.6747994)
2295011523,45.6771371,25.5650859,1,,POINT (25.5650859 45.6771371)
2295268881,45.6167111,25.6527532,3,,POINT (25.6527532 45.6167111)
2295521816,45.6871819,25.5688593,3,,POINT (25.5688593 45.6871819)
2295521817,45.6870441,25.5681047,1,,POINT (25.5681047 45.6870441)
2295706138,45.6359018,25.6336785,3,,POINT (25.6336785 45.6359018)
2295751818,45.636639,25.6333595,3,,POINT (25.6333595 45.636639)
2295754030,45.6366308,25.6337786,1,,POINT (25.6337786 45.6366308)
2295855457,45.620086,25.562707,1,,POINT (25.562707 45.620086)
2295855458,45.6219379,25.5609933,3,,POINT (25.5609933 45.6219379)
2295934172,45.6749518,25.5652906,1,,POINT (25.5652906 45.6749518)
2296466299,45.6416147,25.5693411,1,,POINT (25.5693411 45.6416147)
2296558467,45.6572363,25.5788171,1,,POINT (25.5788171 45.6572363)
2298061157,45.654372,25.6122006,3,,POINT (25.6122006 45.654372)
2298061158,45.6567224,25.6128283,3,,POINT (25.6128283 45.6567224)
