,Unnamed: 0,Node_ID,Coordinates,Longitude,Latitude,page_rank,influence_factor_page_rank,influence_factor_page_rank_minMax,influence_factor_page_rank_norm
837,837,295218674,"(25.6288957, 45.6503039)",25.6288957,45.6503039,0.0003059027370374,3.0590273703743924e-05,0.06040767362840407,0.005992205148338266
838,838,295218675,"(25.6317959, 45.6507758)",25.6317959,45.6507758,0.0003175391698004,3.1753916980047354e-05,0.06040767362840407,0.006220146529269461
839,839,295218676,"(25.6320422, 45.6501677)",25.6320422,45.6501677,0.0003117855970283,3.117855970283239e-05,0.058621441476849334,0.006107442116355384
840,840,295218678,"(25.6346121, 45.6501248)",25.6346121,45.6501248,0.000281223320627,2.81223320627042e-05,0.05187943497100174,0.005508770029370151
841,841,295218680,"(25.6322235, 45.64947)",25.6322235,45.64947,0.0002169757054044,2.1697570540440544e-05,0.06040767362840407,0.004250249447194318
842,842,295218689,"(25.6281667, 45.6495805)",25.6281667,45.6495805,0.0003082166498508,0.0001541083249254,0.32980322977390986,0.030187657258743252
843,843,295992614,"(25.6359225, 45.633056)",25.6359225,45.633056,0.0001610406787286,1.610406787286502e-05,0.02536726870007165,0.003154560804245442
844,844,295992615,"(25.6389403, 45.6346133)",25.6389403,45.6346133,0.0004077010700761,4.0770107007618354e-05,0.07978029544471003,0.007986291573437365
845,845,295993646,"(25.6362508, 45.6327508)",25.6362508,45.6327508,0.0001662777577554,1.6627775775548203e-05,0.026522562906790403,0.003257147829816891
846,846,295993961,"(25.6375914, 45.6334248)",25.6375914,45.6334248,0.0004272848960549,4.2728489605494014e-05,0.08410046716309112,0.008369911229771801
847,847,295993965,"(25.6380423, 45.6329757)",25.6380423,45.6329757,0.0002762281235253,2.762281235253145e-05,0.05077749966632576,0.005410921131122887
848,848,295993971,"(25.6380653, 45.6328985)",25.6380653,45.6328985,0.0002604570400507,2.604570400507079e-05,0.04729841499364075,0.005101987747568873
849,849,295994027,"(25.6382391, 45.6326458)",25.6382391,45.6326458,0.0003361690239414,3.3616902394141e-05,0.06400040018805286,0.006585079216623766
850,850,296300329,"(25.6228875, 45.6568503)",25.6228875,45.6568503,0.000246405380676,2.464053806760396e-05,0.06040767362840407,0.004826735468157989
851,851,296300336,"(25.625643, 45.6575125)",25.625643,45.6575125,0.00038028384241,3.8028384241009855e-05,0.07373208343098397,0.007449226575703233
852,852,296300337,"(25.6270232, 45.657122)",25.6270232,45.657122,0.0002958508174793,2.958508174793117e-05,0.0551062456197704,0.005795302156523838
853,853,296300348,"(25.6244134, 45.6557241)",25.6244134,45.6557241,0.0001392862058829,1.392862058829411e-05,0.02056825453203986,0.002728421223253433
854,854,296535328,"(25.6247962, 45.6591228)",25.6247962,45.6591228,0.0002963954680562,2.9639546805629888e-05,0.05522639497269319,0.005805971096668262
855,855,300021757,"(25.5970326, 45.6428968)",25.5970326,45.6428968,0.0001383166173735,1.3831661737357703e-05,0.02035436431155048,0.002709428345602685
856,856,300021760,"(25.5963391, 45.6432081)",25.5963391,45.6432081,0.0004238122271349,4.238122271349199e-05,0.0833343999976738,0.008301886521060309
857,857,300021850,"(25.5825793, 45.6423251)",25.5825793,45.6423251,0.0003857496279991,3.857496279991384e-05,0.07493783006834273,0.007556293641737196
858,858,300021869,"(25.5783668, 45.645051)",25.5783668,45.645051,0.0003711371630181,3.71137163018134e-05,0.07171433543479935,0.0072700559678376955
859,859,300021897,"(25.5774876, 45.6456641)",25.5774876,45.6456641,0.0003403733149773,3.4037331497736657e-05,0.06492786243414744,0.0066674353754301785
860,860,300021899,"(25.5772398, 45.6460895)",25.5772398,45.6460895,0.0003288216728007,3.288216728007954e-05,0.062379582139673054,0.0064411549230465855
861,861,300021901,"(25.577177, 45.6456781)",25.577177,45.6456781,0.0003593965992399,3.593965992399144e-05,0.06912437923075969,0.007040074806513105
862,862,300021931,"(25.5799305, 45.6452919)",25.5799305,45.6452919,0.0003570048120056,3.570048120056115e-05,0.06859675344521457,0.0069932230525277675
863,863,300021937,"(25.5812866, 45.638408)",25.5812866,45.638408,0.000235210164788,2.352101647880138e-05,0.06040767362840407,0.0046074369063645515
864,864,300021956,"(25.578253, 45.639773)",25.578253,45.639773,0.0004078246906827,4.078246906827184e-05,0.07980756602241738,0.007988713127563008
865,865,300021967,"(25.5821602, 45.6380927)",25.5821602,45.6380927,0.0002368610698434,2.3686106984348667e-05,0.06040767362840407,0.004639775818623488
866,866,300085581,"(25.6167023, 45.659536)",25.6167023,45.659536,0.0003508474198312,3.508474198312606e-05,0.0672384391117709,0.0068726083844642795
867,867,300319452,"(25.5585182, 45.6607628)",25.5585182,45.6607628,0.0002659080859783,0.0001329540429891,0.28313710302064005,0.026043830421633853
868,868,300319455,"(25.5585285, 45.6610409)",25.5585285,45.6610409,0.0003660608394849,3.660608394849308e-05,0.07059450372340212,0.007170617916694768
869,869,300319470,"(25.567451, 45.662896)",25.567451,45.662896,0.0003598734275368,3.598734275368192e-05,0.06040767362840407,0.00704941520340938
870,870,300319474,"(25.5736256, 45.66563)",25.5736256,45.66563,0.0003184728829796,3.18472882979694e-05,0.06040767362840407,0.00623843665956964
871,871,300319482,"(25.5445817, 45.6875754)",25.5445817,45.6875754,0.0003630803168479,0.0001815401584239,0.390317570226134,0.035561168313597
872,872,300319521,"(25.5596558, 45.6753478)",25.5596558,45.6753478,0.0004032567976949,4.0325679769495146e-05,0.07879989356251356,0.007899234516997308
873,873,300319524,"(25.5623099, 45.6734793)",25.5623099,45.6734793,0.0003593873289381,3.593873289381728e-05,0.06912233421180126,0.007039893214316969
874,874,300319746,"(25.5720118, 45.6669766)",25.5720118,45.6669766,0.0003175412285284,3.175412285284887e-05,0.06040767362840407,0.006220186856860939
875,875,300319747,"(25.5717753, 45.6672017)",25.5717753,45.6672017,0.0003130414152184,0.0001565207076092,0.3351249209775439,0.030660209158004593
876,876,300319749,"(25.581351, 45.6643376)",25.581351,45.6643376,0.0002475334179546,2.4753341795466897e-05,0.06040767362840407,0.004848832134745491
877,877,300319752,"(25.5807708, 45.6644446)",25.5807708,45.6644446,0.0003375236811462,0.0001687618405731,0.3621287334547119,0.03305807524701567
878,878,300319754,"(25.5800398, 45.6665204)",25.5800398,45.6665204,0.0001558332217957,1.558332217957306e-05,0.06040767362840407,0.0030525540339059807
879,879,300319796,"(25.5764202, 45.6665871)",25.5764202,45.6665871,0.0003360912183449,3.360912183449825e-05,0.06398323635410222,0.00658355511422443
880,880,300319822,"(25.571885, 45.6672844)",25.571885,45.6672844,0.0003124402236718,0.0001562201118359,0.33446180981638257,0.03060132666621059
881,881,300320531,"(25.5780909, 45.6640829)",25.5780909,45.6640829,0.0003623753078717,3.623753078717548e-05,0.06978147926844046,0.007098423526671596
882,882,300323101,"(25.5777007, 45.6664481)",25.5777007,45.6664481,0.0004354285976323,0.0002177142988161,0.4701173490990935,0.04264717455185836
883,883,300345702,"(25.5790274, 45.6706523)",25.5790274,45.6706523,0.0003527671363703,3.527671363703896e-05,0.06766192659111481,0.006910212936291847
884,884,300345710,"(25.5840353, 45.6653103)",25.5840353,45.6653103,0.0003444067587745,3.4440675877458366e-05,0.06581763595640601,0.0067464448766895915
885,885,304242772,"(25.6259814, 45.6420121)",25.6259814,45.6420121,0.0002168942581618,2.168942581618627e-05,0.0376885104482092,0.00424865401006025
886,886,304242774,"(25.6252554, 45.642695)",25.6252554,45.642695,0.0002696310059185,2.6963100591855493e-05,0.049322182358131114,0.00528169285918827
887,887,304242776,"(25.6246669, 45.6432636)",25.6246669,45.6432636,0.0002754701072791,2.754701072791508e-05,0.050610282067869675,0.005396072657072685
888,888,304242778,"(25.6233682, 45.6444967)",25.6233682,45.6444967,0.000240566086299,2.4056608629909564e-05,0.04291049120680991,0.0047123518893542994
889,889,304244581,"(25.6274909, 45.6405747)",25.6274909,45.6405747,0.0002376812991581,2.376812991581391e-05,0.042274110152697775,0.0046558429593417374
890,890,304244583,"(25.6301335, 45.6380556)",25.6301335,45.6380556,0.0002208975527776,2.208975527776979e-05,0.06040767362840407,0.004327072931184146
891,891,304245166,"(25.6265482, 45.6414859)",25.6265482,45.6414859,0.0006023830364941,6.023830364941348e-05,0.12272693550932173,0.011799837973041787
892,892,304728657,"(25.6084056, 45.6621466)",25.6084056,45.6621466,0.0001681065491685,1.681065491685109e-05,0.026925992397532187,0.0032929712860779157
893,893,304728658,"(25.6087638, 45.6620872)",25.6087638,45.6620872,0.0004288830594097,4.288830594097677e-05,0.08445302034316782,0.008401217006161475
894,894,304728659,"(25.6096769, 45.6619358)",25.6096769,45.6619358,0.0003387203933204,3.387203933204741e-05,0.06456322962937515,0.006635056960780627
895,895,304728660,"(25.6102016, 45.6618488)",25.6102016,45.6618488,0.0003867027170779,3.867027170779156e-05,0.07514808053154118,0.00757496331870702
896,896,304728662,"(25.6077639, 45.6613993)",25.6077639,45.6613993,0.0004035686284176,4.035686284176128e-05,0.07886868309681729,0.007905342843061458
897,897,304728664,"(25.608556, 45.6612711)",25.608556,45.6612711,0.0002135992660034,2.135992660034178e-05,0.036961638592288806,0.004184109739659848
898,898,304728682,"(25.608427, 45.6608808)",25.608427,45.6608808,0.0002497687889061,2.4976878890617605e-05,0.04494059786619849,0.004892619913350516
899,899,304728684,"(25.6093106, 45.660745)",25.6093106,45.660745,0.0002274090637934,2.2740906379344397e-05,0.040008065675216795,0.004454624290187643
900,900,304728700,"(25.608489, 45.6612825)",25.608489,45.6612825,0.0003434837589936,3.4348375899367016e-05,0.06561402316113812,0.006728364606821238
901,901,305978028,"(25.5934786, 45.6620373)",25.5934786,45.6620373,0.000270136088068,0.000270136088068,0.5857592730003043,0.05291586709388991
902,902,306572482,"(25.6172258, 45.6497342)",25.6172258,45.6497342,0.0002592664634924,2.59266463492452e-05,0.06040767362840407,0.005078666024295115
903,903,310818070,"(25.6230564, 45.6347032)",25.6230564,45.6347032,0.0001555867678198,1.5558676781988998e-05,0.024164141604878172,0.0030477263465267736
904,904,310818071,"(25.6236144, 45.635145)",25.6236144,45.635145,0.0003870348421834,3.870348421834048e-05,0.07522134698566792,0.007581469183238598
905,905,310819282,"(25.62521, 45.6324063)",25.62521,45.6324063,0.000263728512174,2.6372851217406343e-05,0.04802009835419163,0.005166071293502679
906,906,310819288,"(25.6249675, 45.6329856)",25.6249675,45.6329856,0.0003774342113404,3.774342113404576e-05,0.07310345776977574,0.007393406303770599
907,907,310819289,"(25.6246749, 45.633515)",25.6246749,45.633515,0.000378654497607,3.786544976070205e-05,0.07337265165573308,0.00741730999851933
908,908,310819293,"(25.6243942, 45.6340435)",25.6243942,45.6340435,0.0004021997196912,4.021997196912938e-05,0.07856670325023861,0.007878527842983672
909,909,310819298,"(25.6241239, 45.6348934)",25.6241239,45.6348934,0.0004004651041348,4.00465104134811e-05,0.07818404885586697,0.007844549159534784
910,910,310819325,"(25.6241998, 45.6327388)",25.6241998,45.6327388,0.0001577667984472,1.5776679844727344e-05,0.02464505410235659,0.003090430085876917
911,911,310819329,"(25.6245449, 45.6328527)",25.6245449,45.6328527,0.0003938686645825,3.938686645825511e-05,0.07672888112579235,0.007715334169735866
912,912,310822374,"(25.6239026, 45.6340559)",25.6239026,45.6340559,0.0001601832394118,1.6018323941181068e-05,0.0251781184752455,0.003137764771825096
913,913,310838504,"(25.6365363, 45.6360499)",25.6365363,45.6360499,0.0002409820926585,2.409820926585651e-05,0.06040767362840407,0.004720500869886793
914,914,310838527,"(25.6411208, 45.6376574)",25.6411208,45.6376574,0.0003536832549798,3.536832549798791e-05,0.06786402140709674,0.006928158413672781
915,915,310838528,"(25.6413022, 45.637249)",25.6413022,45.637249,0.0003456026610886,3.456026610886711e-05,0.06608145076771363,0.006769870924043026
916,916,310840554,"(25.6400952, 45.6386378)",25.6400952,45.6386378,0.0003106373160834,3.1063731608340015e-05,0.058368131890234515,0.006084948904766143
917,917,310840555,"(25.6404715, 45.6388098)",25.6404715,45.6388098,0.0003184741321669,3.1847413216690454e-05,0.06009692539783794,0.006238461129393306
918,918,310840560,"(25.6412519, 45.6388893)",25.6412519,45.6388893,0.0003370352655863,3.370352655863768e-05,0.06419149219734305,0.006602047674294153
919,919,310840570,"(25.6399651, 45.6403108)",25.6399651,45.6403108,0.0003134228323447,3.134228323447792e-05,0.05898261389117518,0.006139513257618509
920,920,310840574,"(25.6403522, 45.6404205)",25.6403522,45.6404205,0.0003637942805077,3.637942805077232e-05,0.07009450316161216,0.007126219208452502
921,921,310840585,"(25.6384802, 45.6407894)",25.6384802,45.6407894,0.0002586605688097,2.586605688097717e-05,0.04690211529937281,0.0050667973981034405
922,922,310840587,"(25.6374843, 45.6389988)",25.6374843,45.6389988,0.0002432424365144,2.4324243651443063e-05,0.04350089129110986,0.004764777832627647
923,923,310840589,"(25.6366101, 45.6390195)",25.6366101,45.6390195,0.0001758177269929,1.7581772699295868e-05,0.06040767362840407,0.003444022433599203
924,924,310842209,"(25.6241764, 45.6402482)",25.6241764,45.6402482,0.0003172412187823,3.172412187823288e-05,0.059824945982731026,0.006214310087130464
925,925,310864066,"(25.547504, 45.5967864)",25.547504,45.5967864,0.0002727939918965,2.7279399189656175e-05,0.05001993378743015,0.005343651313843139
926,926,315501384,"(25.553654, 45.5949264)",25.553654,45.5949264,0.0003035673063632,3.035673063632608e-05,0.05680849507183358,0.005946457340244327
927,927,316566121,"(25.5659068, 45.6542364)",25.5659068,45.6542364,0.0003500281303363,3.500281303363619e-05,0.06705770469813448,0.006856559653495552
928,928,316566127,"(25.5625879, 45.6580844)",25.5625879,45.6580844,0.0004210489226802,0.0002105244613401,0.4542566421272969,0.04123878633158135
929,929,317367225,"(25.5688862, 45.6597057)",25.5688862,45.6597057,0.0001215388004612,1.215388004612853e-05,0.01665319528567759,0.002380774467401501
930,930,317367418,"(25.5764036, 45.6629211)",25.5764036,45.6629211,0.0004133338500518,4.133338500518345e-05,0.08102288087071756,0.00809662982505432
931,931,319068675,"(25.6062677, 45.6535548)",25.6062677,45.6535548,0.0001859309402296,1.8593094022969115e-05,0.03085803459620193,0.0036421260825246268
932,932,333622418,"(25.5561718, 45.5993936)",25.5561718,45.5993936,0.0001657155529107,1.6571555291071345e-05,0.02639854110058457,0.0032461350262118333
933,933,335790082,"(25.6265773, 45.6613177)",25.6265773,45.6613177,0.0003027272846584,3.0272728465846205e-05,0.05662318715417569,0.005930002494390513
934,934,335790090,"(25.6283564, 45.6604924)",25.6283564,45.6604924,0.0002580938900754,2.5809389007542416e-05,0.046777106557761655,0.00505569695728262
935,935,335790102,"(25.6335002, 45.6547833)",25.6335002,45.6547833,8.498269600170239e-05,8.49826960017024e-06,0.00858895652090369,0.0016646917037513856
936,936,335790109,"(25.6311108, 45.6613801)",25.6311108,45.6613801,0.000313584724566,3.1358472456607454e-05,0.06040767362840407,0.006142684498946119
937,937,335790110,"(25.6304724, 45.6624601)",25.6304724,45.6624601,0.0004492638218048,4.492638218048828e-05,0.08894899540922135,0.008800447528038501
938,938,335790112,"(25.6299145, 45.6633785)",25.6299145,45.6633785,0.0003694700852305,3.694700852305968e-05,0.07134657980227527,0.007237400254463226
939,939,335790113,"(25.6329109, 45.6619319)",25.6329109,45.6619319,0.0003589790845347,3.589790845347275e-05,0.06903227591941934,0.007031896279605641
940,940,335790115,"(25.6321394, 45.6642187)",25.6321394,45.6642187,0.0003159544781871,3.159544781871165e-05,0.059541092340732835,0.0061891046453816274
941,941,335790131,"(25.6345367, 45.6619927)",25.6345367,45.6619927,0.0001590529492527,1.590529492527377e-05,0.024928777637347504,0.0031156239744726216
942,942,335790132,"(25.633664, 45.6617288)",25.633664,45.6617288,0.0005014517732207,5.014517732207586e-05,0.10046160341501553,0.009822736227329102
943,943,335790136,"(25.6322743, 45.6629831)",25.6322743,45.6629831,0.0004411125970748,4.411125970748239e-05,0.08715084367997458,0.00864077647943738
944,944,335790141,"(25.6328112, 45.6631438)",25.6328112,45.6631438,0.0004129442417617,4.129442417617701e-05,0.08093693368563694,0.008088997945640069
945,945,335790144,"(25.6331371, 45.6615584)",25.6331371,45.6615584,0.000337697988454,3.3769798845406947e-05,0.06433768817525032,0.006615029484846648
946,946,346614808,"(25.548463, 45.5954242)",25.548463,45.5954242,0.0003760495196267,3.760495196267077e-05,0.07279799621252395,0.0073662821371274665
947,947,346633963,"(25.553576, 45.5955648)",25.553576,45.5955648,0.0002346240533401,2.346240533401908e-05,0.04159968489314092,0.0045959558059691825
948,948,346693467,"(25.5546783, 45.5940279)",25.5546783,45.5940279,0.0004100061677052,4.100061677052052e-05,0.08028879759315687,0.00803144519976257
949,949,349753675,"(25.6005525, 45.6300065)",25.6005525,45.6300065,0.0004856536611658,4.8565366116586646e-05,0.09697655626552622,0.009513273391833898
950,950,349753679,"(25.5998693, 45.6296548)",25.5998693,45.6296548,0.0001857345221131,1.857345221131572e-05,0.030814704963220706,0.003638278527381707
951,951,353322003,"(25.5607096, 45.5970736)",25.5607096,45.5970736,0.0001725015470241,1.7250154702417617e-05,0.027895524370446307,0.00337906312374078
952,952,353322188,"(25.5608049, 45.5978046)",25.5608049,45.5978046,0.0004478428843642,4.478428843642807e-05,0.08863553808218338,0.008772613358493296
953,953,353323343,"(25.564168, 45.59506)",25.564168,45.59506,0.0001836718753794,1.836718753794062e-05,0.03035968723104578,0.0035978741737074434
954,954,353325455,"(25.5573482, 45.5981086)",25.5573482,45.5981086,0.0004118366793788,4.118366793788837e-05,0.08069260657161545,0.00806730235351457
955,955,353325525,"(25.5571707, 45.5978336)",25.5571707,45.5978336,0.0004236895673368,4.2368956733689815e-05,0.08330734137332885,0.008299483787824517
956,956,353325572,"(25.5551725, 45.5976528)",25.5551725,45.5976528,0.0002794209136157,2.7942091361573496e-05,0.05148182585194058,0.005473463406496642
957,957,353326006,"(25.5559689, 45.5986781)",25.5559689,45.5986781,0.0004236895673368,4.2368956733689815e-05,0.08330734137332885,0.008299483787824517
958,958,353753131,"(25.6308985, 45.6193079)",25.6308985,45.6193079,0.0003878434009438,3.878434009438523e-05,0.07539971421040347,0.007597307714184775
959,959,353753148,"(25.6332907, 45.6214061)",25.6332907,45.6214061,0.0003116483028824,3.11648302882465e-05,0.058591154530535455,0.00610475271679126
960,960,353753161,"(25.6337224, 45.6212138)",25.6337224,45.6212138,0.0003056113143969,3.056113143969542e-05,0.057259401126089,0.005986496587952148
961,961,353753189,"(25.6314281, 45.6192731)",25.6314281,45.6192731,0.0002889505433444,2.8895054334445496e-05,0.05358405229560477,0.005660135473818499
962,962,353753199,"(25.6270474, 45.619784)",25.6270474,45.619784,0.0003175182970542,3.175182970542222e-05,0.059886069162405436,0.006219737661474558
963,963,353753209,"(25.6278589, 45.6186344)",25.6278589,45.6186344,0.0003136296617513,3.136296617513639e-05,0.05902824024395356,0.006143564755316659
964,964,353753225,"(25.6280009, 45.6180862)",25.6280009,45.6180862,0.0003308600592067,3.30860059206754e-05,0.06282924806867525,0.006481084050959531
965,965,353753251,"(25.6305742, 45.6174484)",25.6305742,45.6174484,0.0003597852907373,3.597852907373854e-05,0.06921012417234419,0.007047688727247577
966,966,353753253,"(25.6309134, 45.6188012)",25.6309134,45.6188012,0.0003028242962636,3.0282429626366806e-05,0.056644587813761846,0.005931902815537665
967,967,353753256,"(25.6273924, 45.619205)",25.6273924,45.619205,0.000308008027293,3.080080272930852e-05,0.05778811350752948,0.006033444828737346
968,968,353753263,"(25.6310793, 45.6182862)",25.6310793,45.6182862,0.0003083721351761,3.083721351761226e-05,0.057868435329243184,0.006040577190979075
969,969,353753286,"(25.6341247, 45.6206996)",25.6341247,45.6206996,0.0002996939698697,2.996939698697331e-05,0.06040767362840407,0.005870584116282548
970,970,353753290,"(25.6318386, 45.6203722)",25.6318386,45.6203722,0.0002972927332966,2.972927332966921e-05,0.05542433075498812,0.00582354726301767
971,971,353753294,"(25.6322141, 45.6200782)",25.6322141,45.6200782,0.0003785323576632,3.78532357663206e-05,0.0733457077106876,0.0074149174484976115
972,972,353753298,"(25.6326279, 45.6197601)",25.6326279,45.6197601,0.0003768411970573,3.768411970573736e-05,0.07297263943340192,0.0073817899865236585
973,973,353753300,"(25.6335353, 45.6191435)",25.6335353,45.6191435,0.0003018268407096,3.01826840709647e-05,0.05642455015209663,0.005912364061605849
974,974,353753306,"(25.6330374, 45.6194528)",25.6330374,45.6194528,0.0002948555170522,2.9485551705222177e-05,0.05488668337687308,0.005775805618502925
975,975,353753315,"(25.632385, 45.6183174)",25.632385,45.6183174,0.0003910989423089,3.91098942308995e-05,0.07611788326219986,0.007661079198931081
976,976,353753324,"(25.6329212, 45.6175806)",25.6329212,45.6175806,0.0003096130118466,3.096130118466511e-05,0.058142171436979806,0.006064884222833725
977,977,353753328,"(25.6337596, 45.6162325)",25.6337596,45.6162325,0.0001452201949431,1.4522019494312136e-05,0.02187728636998521,0.0028446597379557163
978,978,353753330,"(25.6329558, 45.6186773)",25.6329558,45.6186773,0.0003056285548885,3.056285548885559e-05,0.057263204360671935,0.005986834304977945
979,979,353753354,"(25.6376462, 45.61855)",25.6376462,45.61855,0.0003049138210878,3.049138210878271e-05,0.05710553482483002,0.005972833673267696
980,980,353753358,"(25.6337775, 45.6176866)",25.6337775,45.6176866,0.0004264668737405,4.264668737405137e-05,0.08392001228815386,0.008353887321089475
981,981,353753361,"(25.6330211, 45.6174297)",25.6330211,45.6174297,0.000317684347092,3.176843470920405e-05,0.05992269962868904,0.006222990348590511
982,982,353753364,"(25.6313748, 45.6170883)",25.6313748,45.6170883,0.0003194763388973,3.194763388973632e-05,0.06031801116410217,0.006258092952201149
983,983,353753367,"(25.6332075, 45.61712)",25.6332075,45.61712,0.0003286251583638,3.2862515836382355e-05,0.062336231258503044,0.006437305481121516
984,984,353753371,"(25.631561, 45.6166037)",25.631561,45.6166037,0.0003293771432555,3.293771432555791e-05,0.06250211834642633,0.0064520358094065445
985,985,353753377,"(25.6311762, 45.6176858)",25.6311762,45.6176858,0.000326492671431,3.264926714310459e-05,0.06186580685079045,0.006395533056000029
986,986,353753384,"(25.6319901, 45.6161305)",25.6319901,45.6161305,0.0003082468596644,3.082468596644413e-05,0.05784079968117532,0.006038123219585006
987,987,353753458,"(25.6356111, 45.6148584)",25.6356111,45.6148584,0.0002239155050076,2.239155050076924e-05,0.03923739022706496,0.004386190378334671
988,988,353753462,"(25.633494, 45.6166644)",25.633494,45.6166644,0.000350366042112,3.503660421120809e-05,0.06713224768571785,0.0068631788707727735
989,989,353753476,"(25.6318483, 45.6162111)",25.6318483,45.6162111,0.0003531649308921,3.5316493089215555e-05,0.06774967965042632,0.006918005172492123
990,990,353753498,"(25.6347587, 45.6179268)",25.6347587,45.6179268,0.0003115495182178,3.115495182178721e-05,0.0585693627358858,0.006102817663899996
991,991,353753509,"(25.6345098, 45.619322)",25.6345098,45.619322,0.0003072357315783,3.072357315783878e-05,0.06040767362840407,0.00601831663994614
992,992,353753514,"(25.6360346, 45.6182173)",25.6360346,45.6182173,0.0003073814215968,3.0738142159680806e-05,0.05764988494021228,0.006021170502866407
993,993,353753525,"(25.6356432, 45.6191797)",25.6356432,45.6191797,0.0003092782609219,3.092782609219893e-05,0.06040767362840407,0.006058326922191057
994,994,353753529,"(25.6336549, 45.6194366)",25.6336549,45.6194366,0.0003040640198755,3.0406401987552125e-05,0.06040767362840407,0.005956187260591696
995,995,353753547,"(25.6372102, 45.6194117)",25.6372102,45.6194117,0.0003204103919851,3.204103919851733e-05,0.060524062307418136,0.006276389740833387
996,996,353753552,"(25.6366793, 45.6193007)",25.6366793,45.6193007,0.0003115452517111,3.115452517111542e-05,0.05856842154892472,0.006102734089023326
997,997,353753580,"(25.6341998, 45.6208428)",25.6341998,45.6208428,0.0003103427356733,3.103427356733914e-05,0.06040767362840407,0.006079178488108387
998,998,353753584,"(25.6357867, 45.6228117)",25.6357867,45.6228117,0.00023197502499,0.000115987512495,0.24570911255587025,0.022720325298378245
999,999,353753625,"(25.6396348, 45.6190888)",25.6396348,45.6190888,0.000354921288169,3.5492128816904665e-05,0.06813713024579152,0.0069524097457196584
1000,1000,353753633,"(25.6412026, 45.6185796)",25.6412026,45.6185796,0.000424690108796,4.246901087960243e-05,0.08352805978246267,0.008319082990304904
1001,1001,353753640,"(25.6367456, 45.6205585)",25.6367456,45.6205585,0.0003422731086715,3.422731086715006e-05,0.06534695495452929,0.006704649666694847
1002,1002,353753643,"(25.6381558, 45.6208606)",25.6381558,45.6208606,0.0003601435063661,3.601435063661367e-05,0.06928914616886785,0.007054705668500234
1003,1003,353753648,"(25.6378661, 45.6215663)",25.6378661,45.6215663,0.0004196542062468,4.196542062468169e-05,0.08241714489825112,0.008220436729489666
1004,1004,353753651,"(25.6364527, 45.6212695)",25.6364527,45.6212695,0.0003671285219109,3.671285219109517e-05,0.07083003336026221,0.007191532316454484
1005,1005,353753658,"(25.6385924, 45.6198284)",25.6385924,45.6198284,0.0004595522446344,4.59552244634426e-05,0.09121861082467456,0.00900198328690268
1006,1006,353753662,"(25.6372831, 45.619258)",25.6372831,45.619258,0.0003119779169689,3.1197791696892505e-05,0.05866386705646627,0.006111209393985388
1007,1007,353753666,"(25.6380443, 45.6195929)",25.6380443,45.6195929,0.0003164694215315,3.164694215315464e-05,0.05965468830893578,0.006199191662547537
1008,1008,353753680,"(25.6393171, 45.6178164)",25.6393171,45.6178164,0.0003005637274207,3.005637274207771e-05,0.05614590866939523,0.005887621445616852
1009,1009,353753689,"(25.6378112, 45.6182821)",25.6378112,45.6182821,0.0002913258691748,2.913258691748616e-05,0.05410804671250749,0.005706664772012394
1010,1010,353753695,"(25.639676, 45.6179532)",25.639676,45.6179532,0.0004146759210604,4.146759210604034e-05,0.0813189403445695,0.008122919111920026
1011,1011,353753703,"(25.6405893, 45.616843)",25.6405893,45.616843,0.0002149286043941,2.149286043941876e-05,0.03725488926384765,0.004210149612418749
1012,1012,353754533,"(25.6406896, 45.6183512)",25.6406896,45.6183512,0.0003610019382249,3.6100193822496325e-05,0.06947851534742788,0.007071521143424633
1013,1013,353754534,"(25.6416193, 45.6172949)",25.6416193,45.6172949,0.0002482898449215,2.4828984492158708e-05,0.04461434435566271,0.00486364947704653
1014,1014,353754535,"(25.6393622, 45.6162857)",25.6393622,45.6162857,0.0002012763884664,2.012763884664379e-05,0.06040767362840407,0.003942721869336884
1015,1015,353754537,"(25.640445, 45.6167797)",25.640445,45.6167797,0.0001908283553933,1.9082835539334265e-05,0.03193839930665884,0.0037380595698853192
1016,1016,353754538,"(25.6415177, 45.6155542)",25.6415177,45.6155542,0.0003063919457971,3.063919457971426e-05,0.057431607604089385,0.006001788061119291
1017,1017,353754540,"(25.6433555, 45.6180565)",25.6433555,45.6180565,0.0004173746590431,4.173746590431763e-05,0.08191427914716831,0.008175783600126317
1018,1018,353754542,"(25.6412365, 45.6171269)",25.6412365,45.6171269,0.0002370624084803,2.370624084803585e-05,0.04213758351046669,0.004643719759851694
1019,1019,353754543,"(25.642512, 45.6156736)",25.642512,45.6156736,0.0003484576165516,3.4845761655167995e-05,0.06671125098458175,0.00682579549336659
1020,1020,353754544,"(25.641998, 45.617461)",25.641998,45.617461,0.0002538260801841,2.5382608018419743e-05,0.04583563211801199,0.004972096553278364
1021,1021,353754546,"(25.643435, 45.6159075)",25.643435,45.6159075,0.0003608716156104,3.608716156104656e-05,0.06944976631370849,0.007068968306372239
1022,1022,353754549,"(25.6427197, 45.6177776)",25.6427197,45.6177776,0.0002532575378509,2.532575378509712e-05,0.045710212268419245,0.004960959607171897
1023,1023,353754552,"(25.6441954, 45.6161364)",25.6441954,45.6161364,0.0003528356644283,3.528356644283369e-05,0.06767704380969002,0.006911555304737498
1024,1024,353756300,"(25.6477687, 45.6171419)",25.6477687,45.6171419,0.0001822257208113,1.822257208113888e-05,0.03004066703182968,0.0035695460360396
