gen,nevals,congestion_avg,congestion_std,congestion_min,congestion_max,time_avg,time_std,time_min,time_max,distance_avg,distance_std,distance_min,distance_max
1,4,0.0,0.0,0.0,0.0,248.0,0.0,248.0,248.0,2087.0,0.0,2087.0,2087.0
2,4,0.0,0.0,0.0,0.0,248.0,0.0,248.0,248.0,2087.0,0.0,2087.0,2087.0
3,4,0.0,0.0,0.0,0.0,248.0,0.0,248.0,248.0,2087.0,0.0,2087.0,2087.0
4,3,0.0,0.0,0.0,0.0,248.0,0.0,248.0,248.0,2087.0,0.0,2087.0,2087.0
5,4,0.0,0.0,0.0,0.0,248.0,0.0,248.0,248.0,2087.0,0.0,2087.0,2087.0
