,Unnamed: 0,Node_ID,Coordinates,Longitude,Latitude,page_rank,centrality,eigenvector,closeness_centrality,betweenness_centrality,load_centrality,harmonic_centrality
13,13,1937135392,"(25.613632, 45.6601353)",25.613632,45.6601353,0.42325742589978527,0.2222222222222222,0.002303289648556018,0.9233632581563411,0.5848524721328205,0.5936092812471354,0.6728695721493672
14,14,300085581,"(25.6167023, 45.659536)",25.6167023,45.659536,0.386066177138168,0.3333333333333333,2.442965279293708e-06,0.8804640130952602,0.12133731497425912,0.1245716730170049,0.7460172057505072
15,15,90732150,"(25.6131403, 45.660199)",25.6131403,45.660199,0.4097471687714464,0.2222222222222222,0.0007172641889810333,0.897753593569044,0.5848562080581517,0.5936130577578399,0.6317769954707427
16,16,2717170082,"(25.6116472, 45.6604294)",25.6116472,45.6604294,0.3379072631386928,0.3333333333333333,0.00025596238917209644,0.9012070233027332,0.5013823359105362,0.5090840986504508,0.6797165630925499
17,17,2622105806,"(25.6130823, 45.6599749)",25.6130823,45.6599749,0.3630878079657062,0.2222222222222222,0.00022336713747277153,0.9564266792466546,0.22564233011700255,0.23044647657311743,0.6249372429302881
18,18,90734732,"(25.6210101, 45.6586766)",25.6210101,45.6586766,0.189326951704857,0.2222222222222222,7.607603849904748e-07,0.8572183599625993,0.11960010969514685,0.1228155955393031,0.7679483440850241
19,19,11612965226,"(25.6211682, 45.6581807)",25.6211682,45.6581807,0.23593096557174026,0.2222222222222222,8.09119888372172e-05,0.8705687082469737,0.06555817611502483,0.06633463953584798,0.8001514374453312
20,20,2388253256,"(25.6214313, 45.6584407)",25.6214313,45.6584407,0.23586106908177196,0.2222222222222222,0.0008319136073265492,0.8864681695493877,0.06936379636479287,0.07940292607084255,0.7912879015067249
21,21,90737293,"(25.6333999, 45.6650981)",25.6333999,45.6650981,0.3303803288811928,0.4444444444444445,0.0026124697596202617,0.8140863777113712,0.3920439617683447,0.39900120189889327,0.6875137520078888
22,22,420394999,"(25.6320309, 45.6643967)",25.6320309,45.6643967,0.41290642628164315,0.5555555555555556,0.007165736363279167,0.8163810526804888,0.42398256518444283,0.4317074705441852,0.6859346460265102
23,23,6542650922,"(25.6337767, 45.6654292)",25.6337767,45.6654292,0.40486161765833145,0.4444444444444445,0.0012234661745984675,0.8125553971251304,0.2567566085253456,0.2599366782559299,0.6852884842355258
24,24,6542627069,"(25.6341945, 45.6651438)",25.6341945,45.6651438,0.2294520316957127,0.3333333333333333,0.0009352384252838343,0.8039608943659824,0.19142175049882146,0.19543617860352036,0.782629372068629
25,25,96202219,"(25.5827847, 45.685296)",25.5827847,45.685296,0.3197386942434693,0.2222222222222222,1.3448500819830014e-14,0.8369321880507439,0.07715965321730034,0.07850549759083168,0.6570704243805131
26,26,7984316689,"(25.5828771, 45.6878685)",25.5828771,45.6878685,0.3299181842488807,0.3333333333333333,1.762785052884624e-14,0.8283765626596077,0.4086351424526763,0.4134198420289036,0.6543011436634407
27,27,3678512048,"(25.5823417, 45.6852989)",25.5823417,45.6852989,0.3559188829703347,0.2222222222222222,8.549155888270332e-15,0.845720657484139,0.3235569520015763,0.3288325886573178,0.8436142174339106
28,28,96202984,"(25.5827443, 45.6969786)",25.5827443,45.6969786,0.4428782912371805,0.5555555555555556,6.31190108371323e-15,0.7178018955280806,0.5061288507186679,0.5122175263422272,0.7345839362925077
29,29,1921702441,"(25.5831536, 45.6942628)",25.5831536,45.6942628,0.3089880518971981,0.3333333333333333,6.300642106340655e-15,0.7313004210570139,0.5119953463106992,0.5181479294647945,0.6664007163881106
30,30,9849792609,"(25.5818312, 45.6984418)",25.5818312,45.6984418,0.41903499781675463,0.5555555555555556,6.33952393496469e-15,0.7048444896103558,0.48533557982999376,0.4911957143796963,0.7934040299840454
31,31,2282229106,"(25.5864684, 45.6967664)",25.5864684,45.6967664,0.47305928391384655,0.5555555555555556,6.309581948326345e-15,0.7022668380839451,0.016335244561047894,0.016513062807222655,0.911693637194901
32,32,110798374,"(25.581737, 45.7481217)",25.581737,45.7481217,0.2801316932128101,0.4444444444444445,6.316618427227255e-15,0.5564616586436962,0.017401406490153516,0.01759044736113075,0.6799148059925705
33,33,6522189012,"(25.5821586, 45.7487049)",25.5821586,45.7487049,0.27427271144024995,0.2222222222222222,6.348096578261806e-15,0.5470655388926353,0.003480281298030245,0.003518089472225687,0.4708372579162441
34,34,3363995892,"(25.5817994, 45.7487243)",25.5817994,45.7487243,0.5710099180184803,0.5555555555555556,6.353601701189531e-15,0.5470683777093972,0.008712177872880455,0.008806822963444245,0.6967464675548127
35,35,3162857167,"(25.5773646, 45.7296379)",25.5773646,45.7296379,0.30206521555120647,0.5555555555555556,6.290551521679842e-15,0.5661770629145314,0.07611142886944833,0.07722872788321307,0.7017134797826994
36,36,110803280,"(25.57952, 45.7147367)",25.57952,45.7147367,0.4327988037221795,0.5555555555555556,6.269630745714698e-15,0.6181145527354185,0.17934491037932543,0.18158642504004457,0.6801711146876172
37,37,5643603720,"(25.5797321, 45.7156588)",25.5797321,45.7156588,0.5153061895549066,0.5555555555555556,6.290425157559416e-15,0.6070211197862702,0.11024497645287697,0.1117306880299545,0.687675154305478
38,38,2279272091,"(25.5762219, 45.7146263)",25.5762219,45.7146263,0.4283430331131032,0.5555555555555556,6.321387924906565e-15,0.6104375115805083,0.08461114412023053,0.08566903823484016,0.8467073901033055
39,39,2279272183,"(25.5796783, 45.7127009)",25.5796783,45.7127009,0.41209095539587104,0.5555555555555556,6.178434300424964e-15,0.6278474228032042,0.19010302874803298,0.19243476674862492,0.6596037216116928
40,40,110803288,"(25.5800356, 45.7109975)",25.5800356,45.7109975,0.3977935670053791,0.5555555555555556,5.950469337129115e-15,0.6455909369259047,0.3216971609998223,0.32540865344156006,0.7420562822597583
41,41,2279272157,"(25.5802429, 45.7100179)",25.5802429,45.7100179,0.4157424978923397,0.5555555555555556,6.086840769433262e-15,0.6565590513912781,0.31819012844326167,0.3218312188011166,0.6825414773400876
42,42,8812103853,"(25.5823062, 45.7107804)",25.5823062,45.7107804,0.40838483710253537,0.5555555555555556,5.911232720856745e-15,0.6332554465674765,0.13197898268783392,0.13340146413409498,0.645629371899548
43,43,2471490129,"(25.5797085, 45.7125524)",25.5797085,45.7125524,0.40157363852459577,0.5555555555555556,5.965699843609232e-15,0.6363246779898375,0.19644061318559872,0.1988477989475653,0.7609076376770039
44,44,110803291,"(25.5805013, 45.7083532)",25.5805013,45.7083532,0.377742218108539,0.5555555555555556,6.282352276177915e-15,0.6690295026621584,0.39830749919588093,0.40298715814957076,0.6675652083256233
45,45,110803298,"(25.5803606, 45.7050316)",25.5803606,45.7050316,0.3796897463472572,0.5555555555555556,6.3593530009971625e-15,0.6803544231910986,0.430148804919168,0.43530695262646524,0.7882215512607498
