weather_data,day_of_week,holiday_data,traffic_incidents,intraffic_speed,average_speed,distance_value,time_of_day,hour
6,3,0,1,21.186046511627907,25.7425431711146,4555,2,17
6,3,0,1,21.305351521511017,21.902912621359224,5640,2,17
6,3,0,1,24.246774193548386,24.543673469387755,5011,2,17
6,3,0,1,21.84803827751196,23.88200836820084,6342,2,17
6,3,0,1,21.21891891891892,22.647115384615386,5234,2,17
6,3,0,1,22.172817679558012,24.205548854041016,5574,2,17
6,3,0,1,21.073087818696884,24.469736842105263,6199,2,17
6,3,0,1,22.672686230248306,23.49473684210526,5580,2,17
6,3,0,1,22.787543252595157,23.774729241877257,5488,2,17
6,3,0,1,25.103661971830988,25.64546762589928,4951,2,17
6,3,0,1,19.97434554973822,24.338755980861247,4239,2,17
6,3,0,1,22.65960591133005,26.627496382054993,5111,2,17
6,3,0,1,20.99304531085353,21.74934497816594,5534,2,17
6,3,0,1,21.11626095423564,25.81714285714286,6024,2,17
6,3,0,1,17.360676532769556,21.752582781456955,4562,2,17
6,3,0,1,23.03920265780731,23.64136363636364,5779,2,17
6,3,0,1,24.04186046511628,25.248846675712347,5169,2,17
6,3,0,1,27.090000000000003,27.346372239747634,4816,2,17
6,3,0,1,17.61808118081181,20.71366594360087,5305,2,17
6,3,0,1,20.014528944381386,24.321103448275863,4898,2,17
6,3,0,1,21.17281947261663,24.676595744680853,5799,2,17
6,3,0,1,20.317596566523605,22.17330210772834,5260,2,17
6,3,0,1,23.097235023041474,24.330582524271847,5569,2,17
6,3,0,1,21.13274336283186,21.513513513513512,5970,2,17
6,3,0,1,22.53648648648649,23.029228998849252,5559,2,17
6,3,0,1,22.665449804432857,23.716780354706685,4829,2,17
6,3,0,1,23.534065934065936,24.934540750323414,5354,2,17
6,3,0,1,24.064785276073618,24.064785276073618,5448,2,17
6,3,0,1,23.0248496993988,24.06157068062827,6383,2,17
6,3,0,1,18.748117154811716,22.49774058577406,7468,2,17
6,3,0,1,25.493562231759658,25.751445086705203,4950,2,17
6,3,0,1,24.04267425320057,25.040000000000003,4695,2,17
6,3,0,1,24.036313617606602,25.735493372606776,4854,2,17
6,3,0,1,22.349321266968328,23.774729241877257,5488,2,17
6,3,0,1,20.014528944381386,24.321103448275863,4898,2,17
6,3,0,1,20.335251798561153,22.582689747003997,4711,2,17
6,3,0,1,20.014528944381386,24.321103448275863,4898,2,17
6,3,0,1,24.461083743842366,28.64769230769231,4138,2,17
6,3,0,1,19.06382978723404,22.062927496580027,4480,2,17
6,3,0,1,22.665449804432857,23.716780354706685,4829,2,17
6,3,0,1,23.206573957016435,24.442609853528626,5099,2,17
6,3,0,1,21.435009548058563,25.705648854961833,9354,2,17
6,3,0,1,22.425425652667425,23.774729241877257,5488,2,17
6,3,0,1,18.914705882352944,19.14937965260546,6431,2,17
6,3,0,1,22.476450511945394,23.774729241877257,5488,2,17
6,3,0,1,22.335267857142856,23.029228998849252,5559,2,17
6,3,0,1,18.882866741321386,22.10013106159895,4684,2,17
6,3,0,1,22.919999999999998,24.11064935064935,5157,2,17
6,3,0,1,21.903846153846153,24.291469194312796,5695,2,17
6,3,0,1,20.261630218687873,21.478609062170708,5662,2,17
6,3,0,1,20.925465838509318,21.122257053291534,5615,2,17
6,3,0,1,20.515209125475288,23.612691466083152,5995,2,17
6,3,0,1,24.136599423631125,25.810169491525425,4653,2,17
6,3,0,1,21.85577942735949,22.874583795782463,5725,2,17
6,3,0,1,21.893601003764118,23.2656,4847,2,17
6,3,0,1,20.23617747440273,23.130819245773733,4941,2,17
6,3,0,1,21.89447004608295,22.841826923076926,5279,2,17
6,3,0,1,21.80583430571762,23.715228426395942,5191,2,17
6,3,0,1,23.184387617765815,23.759999999999998,4785,2,17
6,3,0,1,20.538896366083446,24.338755980861247,4239,2,17
6,3,0,1,20.511290322580646,24.338755980861247,4239,2,17
6,3,0,1,21.429979466119097,24.672340425531914,5798,2,17
6,3,0,1,22.46181818181818,24.223529411764705,6177,2,17
6,3,0,1,19.690706319702603,23.23157894736842,4414,2,17
6,3,0,1,22.691557669441142,24.24853875476493,5301,2,17
6,3,0,1,21.010563380281692,23.12790697674419,6630,2,17
6,3,0,1,20.95774647887324,24.44687842278204,6200,2,17
7,3,0,1,21.21709401709402,22.93798767967146,6206,2,17
7,3,0,1,20.607773851590107,22.259541984732827,4860,2,17
7,3,0,1,21.584724186704385,24.338755980861247,4239,2,17
7,3,0,0,25.190673575129534,26.860773480662985,5402,2,17
7,3,0,1,25.21018387553041,25.64546762589928,4951,2,17
7,3,0,1,21.72749301025163,23.50161290322581,6476,2,17
7,3,0,1,22.21041388518024,23.52984441301273,4621,2,17
7,3,0,1,22.01888035126235,23.823277909738717,5572,2,17
7,3,0,1,21.682853855005753,22.647115384615386,5234,2,17
7,3,0,1,20.85744125326371,20.839304347826086,6657,2,17
7,3,0,1,21.5559902200489,24.321103448275863,4898,2,17
7,3,0,1,21.3478021978022,24.20747663551402,4317,2,17
7,3,0,1,25.98165137614679,27.36231884057971,4720,2,17
7,3,0,1,23.96909871244635,25.696932515337423,4654,2,17
7,3,0,1,21.19404855129209,23.887731685789937,7518,2,17
7,3,0,1,23.053442240373396,23.774729241877257,5488,2,17
7,3,0,1,24.562877697841728,25.06784140969163,4742,2,17
7,3,0,1,23.053442240373396,23.774729241877257,5488,2,17
7,3,0,1,22.32138063279003,22.5811833171678,6467,2,17
7,3,0,1,23.99529411764706,24.442609853528626,5099,2,17
7,3,0,1,23.603897685749086,26.952433936022253,5383,2,17
7,3,0,1,21.279848628192997,21.239660056657225,6248,2,17
7,3,0,1,19.391878172588832,19.641131105398458,6367,2,17
7,3,0,1,22.458164481525625,22.647115384615386,5234,2,17
7,3,0,1,23.33396449704142,24.222604422604423,5477,2,17
7,3,0,1,23.72108108108108,23.7531799729364,4876,2,17
7,3,0,1,24.61609195402299,24.934540750323414,5354,2,17
7,3,0,1,21.45992217898833,21.7419185282523,4596,2,17
7,3,0,1,23.08443649373882,22.718661971830986,7169,2,17
7,3,0,1,22.664383561643834,25.585051546391753,5515,2,17
7,3,0,1,25.143021582733812,25.735493372606776,4854,2,17
7,3,0,1,22.339318885448918,22.29330587023687,6013,2,17
7,3,0,1,21.119337016574587,22.310894941634242,6371,2,17
7,3,0,1,27.308976377952757,27.35205047318612,4817,2,17
7,3,0,0,23.226206896551723,23.82877358490566,5613,2,17
7,3,0,1,21.72568578553616,23.139442231075698,4840,2,17
7,3,0,1,20.186102719033233,20.686068111455107,7424,2,17
7,3,0,1,19.231270358306187,19.294117647058822,6560,2,17
7,3,0,1,22.61756756756757,22.440670391061452,5579,2,17
7,3,0,1,25.09032258064516,27.972827172827174,7778,2,17
7,3,0,1,24.574866717440973,26.755223880597015,8963,2,17
7,3,0,1,21.89622857142857,24.946875000000002,5322,2,17
7,3,0,1,22.60271739130435,23.52984441301273,4621,2,17
7,3,0,1,21.17345971563981,22.95786228160329,6205,2,17
7,3,0,1,25.143021582733812,25.735493372606776,4854,2,17
2,4,0,1,18.870967741935484,19.66386554621849,3250,1,10
2,4,0,1,22.076355748373103,22.81883408071749,2827,1,10
2,4,0,1,19.929978118161927,22.60049627791563,2530,1,10
2,4,0,1,20.338078291814945,21.36448598130841,3175,1,10
2,4,0,1,19.906930693069306,23.723893805309736,2234,1,10
2,4,0,1,22.31842105263158,22.81883408071749,2827,1,11
2,4,0,1,18.974999999999998,22.60049627791563,2530,1,11
2,4,0,1,16.886799276672697,19.70126582278481,2594,1,11
2,4,0,1,22.0125,23.877966101694916,3522,1,11
2,4,0,1,16.739170506912444,19.32127659574468,3027,1,11
2,4,0,1,18.479522862823064,21.717757009345792,2582,1,11
2,4,0,1,22.6125,24.506951871657755,3819,1,11
2,4,0,1,22.850590219224284,25.810285714285715,3764,1,11
2,4,0,1,18.479522862823064,21.717757009345792,2582,1,11
2,4,0,1,21.260061919504647,23.12121212121212,3815,1,11
2,4,0,1,22.172549019607843,22.81883408071749,2827,1,11
2,4,0,1,20.88935064935065,23.723893805309736,2234,1,11
2,4,0,1,24.48181818181818,25.1812987012987,2693,1,11
2,4,0,1,22.220960698689954,22.81883408071749,2827,1,11
2,4,0,1,19.831441048034936,22.371428571428574,2523,1,11
2,4,0,1,28.178313253012046,27.09034749034749,3898,1,11
2,4,0,1,20.248101265822786,23.126746987951808,2666,1,11
2,4,0,1,20.88935064935065,23.723893805309736,2234,1,11
2,4,0,1,22.20608519269777,23.09620253164557,3041,1,11
2,4,0,1,20.88935064935065,23.723893805309736,2234,1,11
2,4,0,1,23.077551020408162,22.81883408071749,2827,1,11
2,4,0,1,22.542331288343558,23.85974025974026,3062,1,11
2,4,0,1,19.735031847133758,21.717757009345792,2582,1,11
2,4,0,1,17.80588235294118,19.32127659574468,3027,1,11
2,4,0,1,25.376223776223778,25.069430051813473,4032,1,11
2,4,0,1,20.3374749498998,21.592340425531916,2819,1,11
2,4,0,1,19.972013651877134,21.435164835164837,3251,1,11
2,4,0,1,20.319463087248323,22.371428571428574,2523,1,11
2,4,0,1,21.61935483870968,23.723893805309736,2234,1,11
2,4,0,1,21.1275415896488,21.36448598130841,3175,1,11
2,4,0,1,25.339877300613495,26.197040169133192,3442,1,11
2,4,0,1,21.4811320754717,22.60049627791563,2530,1,11
2,4,0,1,24.50120481927711,25.07178082191781,5084,1,11
2,4,0,1,23.593846153846155,23.750442477876106,2982,1,11
2,4,0,1,22.246740858505564,22.977339901477833,3887,1,11
2,4,0,1,29.338078291814945,28.184615384615384,4580,1,11
2,4,0,1,21.088560885608857,21.36448598130841,3175,1,11
2,4,0,1,19.693220338983053,21.717757009345792,2582,1,11
2,4,0,1,23.02533936651584,22.81883408071749,2827,1,11
2,4,0,1,21.677628032345016,23.723893805309736,2234,1,11
2,4,0,1,23.077551020408162,22.81883408071749,2827,1,11
2,4,0,1,20.365022421524664,22.371428571428574,2523,1,11
2,4,0,1,21.736216216216217,23.723893805309736,2234,1,11
2,4,0,1,23.077551020408162,22.81883408071749,2827,1,11
2,4,0,1,23.077551020408162,22.81883408071749,2827,1,11
2,4,0,1,17.43939962476548,21.717757009345792,2582,1,11
2,4,0,1,18.488275862068967,23.723893805309736,2234,1,11
2,4,0,1,21.516279069767442,22.81883408071749,2827,1,11
2,4,0,1,16.362162162162164,19.32127659574468,3027,1,11
2,4,0,1,20.22605504587156,23.85974025974026,3062,1,11
2,4,0,1,16.642990654205608,19.713653136531367,2968,1,11
2,4,0,1,22.2863309352518,26.197040169133192,3442,1,11
2,4,0,1,19.420042643923242,22.60049627791563,2530,1,11
2,4,0,1,21.165283018867925,21.006741573033707,3116,1,11
2,4,0,1,25.92192513368984,25.1812987012987,2693,1,11
2,4,0,1,21.29121338912134,22.81883408071749,2827,1,11
2,4,0,1,25.051162790697674,25.1812987012987,2693,1,11
2,4,0,1,19.06784140969163,21.25237315875614,3607,1,11
2,4,0,1,18.843983402489627,22.371428571428574,2523,1,11
2,4,0,1,21.29121338912134,22.81883408071749,2827,1,11
2,4,0,1,19.505119453924912,21.36448598130841,3175,1,11
2,4,0,1,23.457709923664122,25.866666666666667,4268,1,11
2,4,0,1,23.795409836065577,25.069430051813473,4032,1,11
2,4,0,1,21.29121338912134,22.81883408071749,2827,1,11
2,4,0,1,20.330357142857146,22.60049627791563,2530,1,11
2,4,0,1,24.85846153846154,25.1812987012987,2693,1,11
2,4,0,1,26.986153846153847,27.09034749034749,3898,1,11
2,4,0,1,26.986153846153847,27.09034749034749,3898,1,11
2,4,0,1,21.2025,22.81883408071749,2827,1,11
2,4,0,1,21.2025,22.81883408071749,2827,1,11
2,4,0,1,19.121684210526315,22.371428571428574,2523,1,11
2,4,0,1,21.335849056603774,22.81883408071749,2827,1,11
2,4,0,1,20.3758389261745,22.60049627791563,2530,1,11
2,4,0,1,18.627655310621243,21.717757009345792,2582,1,11
2,4,0,1,18.09455909943715,20.304,2679,1,11
2,4,0,1,19.57191780821918,21.36448598130841,3175,1,11
2,4,0,1,20.03142857142857,21.866666666666667,3116,1,11
2,4,0,1,20.28507795100223,22.60049627791563,2530,1,11
2,4,0,1,21.335849056603774,22.81883408071749,2827,1,11
2,4,0,1,20.46412213740458,23.723893805309736,2234,1,11
2,4,0,1,29.872340425531913,32.222950819672135,5460,2,16
2,4,0,1,29.827010622154784,32.222950819672135,5460,2,16
2,4,0,1,29.205378151260504,32.54157303370786,4827,2,16
2,4,0,1,28.0811320754717,30.016134453781515,4961,2,16
2,4,0,1,28.0811320754717,30.016134453781515,4961,2,16
2,4,0,1,30.634504792332265,34.93114754098361,5327,2,17
2,4,0,1,26.720318725099602,28.702425106990013,5589,2,17
2,4,0,1,28.759420289855072,30.016134453781515,4961,2,17
2,4,0,1,29.877811550151975,32.228852459016395,5461,2,17
2,4,0,1,26.60466613032985,29.712129380053913,9186,2,17
2,4,0,1,29.83247344461305,32.228852459016395,5461,2,17
2,4,0,1,30.683519999999998,34.93114754098361,5327,2,17
2,4,0,1,26.032207792207792,27.84,5568,2,17
2,4,0,1,20.557611940298507,27.36476821192053,5739,2,17
2,4,0,1,28.621153846153845,30.016134453781515,4961,2,17
2,4,0,1,29.710482529118135,30.01008403361345,4960,2,17
2,4,0,1,30.670202808112325,32.228852459016395,5461,2,17
2,4,0,1,26.08205128205128,27.741818181818182,5086,2,17
2,4,0,1,29.434119278779473,30.667630057803468,5895,2,17
2,4,0,1,30.58732394366197,32.534831460674155,4826,2,17
2,4,0,1,25.34,25.879148936170214,5068,2,17
2,4,0,1,29.568874172185428,30.016134453781515,4961,2,17
2,4,0,1,29.13065976714101,32.21459227467811,6255,2,17
2,4,0,1,30.539894551845343,32.54157303370786,4827,2,17
2,4,0,1,30.539894551845343,32.54157303370786,4827,2,17
2,4,0,1,30.80877742946708,32.222950819672135,5460,2,17
2,4,0,1,29.568874172185428,30.016134453781515,4961,2,17
2,4,0,1,27.946333853354133,30.46530612244898,4976,2,17
2,4,0,0,26.227906976744187,29.722401171303073,5639,2,17
2,4,0,0,29.303878583473864,32.54157303370786,4827,2,17
2,4,0,0,28.11968503937008,30.01008403361345,4960,2,17
2,4,0,1,23.7874659400545,29.52649379932356,7275,2,17
2,4,0,0,30.0112676056338,34.994890510948906,5327,2,17
2,4,0,1,24.062279888785913,30.945411203814064,7212,2,17
2,4,0,1,25.317735849056607,26.872630173564755,5591,2,17
2,4,0,1,26.880748246297742,32.50518378887841,9580,2,17
2,4,0,0,25.396946564885496,27.38271604938272,5545,2,17
2,4,0,1,27.754285714285714,30.67578947368421,6476,2,17
2,4,0,1,23.3656050955414,24.686406460296094,5095,2,17
